Order ID,Ship Mode,Customer ID,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Date,Ship Date,Customer Feedback,Coupon Code,Returned,Payment Mode,Delivery Status,Rating,Promo Applied,Complaint
CA-2017-128699,Second Class,ND-18370,Consumer,Jacksonville,Florida,South,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,1,0.2,7.1988,09/28/2019,10/01/2019,Average,SAVE10,No,UPI,Delayed,1,1,
CA-2017-121615,Standard Class,DL-12925,Consumer,Eagan,Minnesota,Central,Office Supplies,Paper,Xerox 1971,8.56,2,0,3.852,04/09/2018,04/11/2018,,NEW20,No,Cash,Delivered,,1,
CA-2016-127208,First Class,SC-20770,Corporate,Decatur,Alabama,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352,07/11/2020,07/13/2020,Excellent,NEW20,No,Credit Card,Delayed,5,,Yes
CA-2017-134565,Second Class,TB-21400,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288,6,0.2,6.6294,11/06/2020,11/11/2020,Average,,,UPI,,5,0,No
CA-2017-148166,Standard Class,NK-18490,Home Office,Deltona,Florida,South,Office Supplies,Art,Newell 33,17.856,4,0.2,2.0088,06/22/2020,06/30/2020,Good,EXTRA5,,,Delivered,3,,Yes
CA-2017-161172,Same Day,SP-20920,Consumer,Columbus,Ohio,East,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.376,2,0.4,-7.396,04/16/2020,04/19/2020,Average,EXTRA5,,,Delayed,1,,
CA-2017-151596,First Class,BP-11050,Corporate,Cranston,Rhode Island,East,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0,11.1176,04/03/2018,04/05/2018,,SAVE10,No,Cash,Delivered,5,0,No
CA-2015-116876,Standard Class,TT-21070,Consumer,Rochester,New York,East,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.424,9,0.2,9.5787,11/07/2020,11/08/2020,,,Yes,Cash,Delayed,1,0,No
US-2015-100377,Standard Class,TS-21370,Corporate,Chicago,Illinois,Central,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875,03/06/2019,03/08/2019,Excellent,SAVE10,No,UPI,Delayed,5,,Yes
CA-2015-121720,First Class,JE-15610,Corporate,Lakeland,Florida,South,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,0.2,51.8312,01/13/2018,01/20/2018,Bad,EXTRA5,,Cash,Lost,1,1,
CA-2017-149559,Same Day,KF-16285,Home Office,Long Beach,California,West,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2,0,10.8682,07/16/2019,07/21/2019,Good,,No,,,1,,No
CA-2015-149300,First Class,BH-11710,Consumer,Hialeah,Florida,South,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,32.985,3,0.5,-1.9791,09/16/2019,09/18/2019,Excellent,SAVE10,Yes,UPI,Delayed,1,0,No
CA-2017-135937,Standard Class,KM-16375,Home Office,Gilbert,Arizona,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.3172,06/14/2018,06/22/2018,,FREESHIP,,UPI,Delivered,2,0,
CA-2016-103107,Same Day,RB-19465,Home Office,Seattle,Washington,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997,02/04/2020,02/11/2020,Excellent,FREESHIP,,,Delayed,,,
US-2015-160857,Standard Class,NW-18400,Consumer,New York City,New York,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",127.764,2,0.1,21.294,04/21/2019,04/30/2019,Average,SAVE10,Yes,Credit Card,Delivered,1,0,
CA-2015-132941,First Class,MM-18280,Corporate,Haltom City,Texas,Central,Office Supplies,Supplies,Fiskars Spring-Action Scissors,22.368,2,0.2,1.6776,06/01/2018,06/07/2018,Bad,FREESHIP,,UPI,Lost,,1,Yes
CA-2016-125164,Standard Class,SH-19975,Corporate,New York City,New York,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,08/09/2019,08/16/2019,Excellent,SAVE10,No,Cash,Delivered,5,1,
CA-2014-110555,Standard Class,MM-18055,Consumer,Great Falls,Montana,West,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,6,0,91.3248,12/22/2020,12/24/2020,Average,FREESHIP,No,UPI,,5,0,Yes
CA-2017-117044,Second Class,HA-14920,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1927,20.544,6,0.2,6.42,04/14/2019,04/16/2019,Good,NEW20,,,,3,1,
CA-2017-136651,Second Class,JF-15355,Consumer,Pasadena,California,West,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,7,0,26.544,11/10/2019,11/16/2019,Bad,EXTRA5,No,Cash,Lost,2,1,
CA-2017-110905,Second Class,RW-19690,Consumer,Springfield,Missouri,Central,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0,6.5808,07/01/2018,07/08/2018,Good,,No,Wallet,Delayed,3,1,
CA-2016-109827,Standard Class,LW-16825,Corporate,Phoenix,Arizona,West,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,01/21/2018,01/25/2018,,,Yes,Credit Card,Delivered,5,1,
CA-2016-130911,Second Class,DC-12850,Consumer,Cleveland,Ohio,East,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2,0.2,1.6324,09/09/2019,09/18/2019,Bad,SAVE10,,,Delayed,2,,Yes
CA-2017-140298,Standard Class,JK-16120,Home Office,Austin,Texas,Central,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.6,-6.9965,06/01/2019,06/03/2019,Excellent,,Yes,Wallet,Lost,,0,No
CA-2017-166695,Standard Class,CC-12430,Home Office,Lakewood,California,West,Technology,Machines,Okidata B400 Printer,343.2,1,0.2,38.61,05/28/2019,05/31/2019,Good,FREESHIP,No,UPI,Delivered,4,0,No
CA-2017-122770,Standard Class,EP-13915,Consumer,San Francisco,California,West,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",201.04,8,0,54.2808,02/17/2018,02/20/2018,Excellent,EXTRA5,,Wallet,Delivered,4,,
CA-2017-128363,Standard Class,DC-12850,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,31.984,1,0.2,0,09/22/2019,10/01/2019,Good,EXTRA5,No,UPI,Delivered,3,0,Yes
CA-2017-124828,First Class,YS-21880,Corporate,Burlington,North Carolina,South,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,1.5522,09/29/2018,10/08/2018,Bad,NEW20,Yes,UPI,Lost,1,0,No
CA-2014-155852,Second Class,AJ-10945,Consumer,Wilmington,North Carolina,South,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048,07/31/2020,08/05/2020,Average,EXTRA5,No,UPI,Delivered,,,Yes
CA-2015-122406,Second Class,BE-11455,Home Office,Providence,Rhode Island,East,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2,0,4.116,12/19/2019,12/21/2019,Good,SAVE10,No,Cash,Lost,,,Yes
CA-2017-164756,Standard Class,SS-20140,Corporate,Columbus,Georgia,South,Technology,Phones,AT&T CL83451 4-Handset Telephone,411.98,2,0,119.4742,01/22/2020,01/23/2020,,SAVE10,Yes,Cash,,,,No
CA-2017-109960,Second Class,DB-13210,Consumer,Detroit,Michigan,Central,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,6,0,41.952,04/27/2020,05/02/2020,Good,FREESHIP,Yes,UPI,Delivered,1,0,No
CA-2014-129147,Standard Class,LC-17050,Consumer,Medina,Ohio,East,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928,06/28/2019,07/05/2019,Good,EXTRA5,Yes,Wallet,Delivered,1,,No
US-2015-132836,Standard Class,AJ-10945,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,Avery 491,28.91,7,0,13.2986,07/05/2018,07/08/2018,Average,EXTRA5,No,,Delayed,1,1,Yes
CA-2017-143455,Standard Class,ML-17755,Home Office,Springfield,Ohio,East,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288,09/16/2020,09/22/2020,Bad,SAVE10,No,Cash,,1,1,Yes
CA-2014-121727,Standard Class,JK-15625,Consumer,Columbus,Ohio,East,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72,2,0.2,1.742,04/11/2020,04/13/2020,,FREESHIP,No,UPI,,2,0,Yes
CA-2017-134915,Same Day,EM-14140,Home Office,Glendale,Arizona,West,Office Supplies,Paper,Xerox 1978,23.12,5,0.2,8.381,02/16/2019,02/20/2019,Average,EXTRA5,,Wallet,,2,,
CA-2017-140802,First Class,KN-16390,Corporate,Houston,Texas,Central,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.976,3,0.2,8.3958,08/09/2020,08/17/2020,Excellent,,No,Cash,Lost,3,,
CA-2015-104346,Standard Class,IM-15070,Consumer,Colorado Springs,Colorado,West,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,27.696,3,0.2,9.6936,03/20/2018,03/27/2018,Bad,EXTRA5,No,UPI,Delivered,3,0,No
CA-2015-146563,Standard Class,CB-12025,Consumer,Arlington,Texas,Central,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295,11/03/2020,11/05/2020,Excellent,FREESHIP,No,Credit Card,Delivered,,0,No
CA-2016-146143,Standard Class,MC-17845,Consumer,Jackson,Mississippi,South,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0,58.6872,02/02/2019,02/11/2019,Bad,NEW20,No,Cash,Delivered,2,1,No
CA-2016-103163,Standard Class,FM-14290,Home Office,Bakersfield,California,West,Office Supplies,Binders,Avery Hanging File Binders,4.784,1,0.2,1.5548,02/07/2020,02/12/2020,,FREESHIP,Yes,Cash,Delayed,5,1,Yes
CA-2014-127866,First Class,JD-15895,Corporate,Riverside,California,West,Office Supplies,Paper,Xerox 1965,11.96,2,0,5.8604,12/21/2020,12/24/2020,Excellent,NEW20,No,Credit Card,Lost,1,,No
CA-2016-149279,Standard Class,CL-12700,Home Office,Colorado Springs,Colorado,West,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148,06/26/2018,07/01/2018,Average,,,UPI,Delivered,1,1,Yes
CA-2017-127180,First Class,TA-21385,Home Office,New York City,New York,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6,8,0,647.892,03/14/2018,03/22/2018,Good,EXTRA5,Yes,Credit Card,Delayed,1,,Yes
US-2016-162859,Standard Class,PG-18820,Consumer,New York City,New York,East,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,09/28/2020,10/04/2020,Good,SAVE10,No,,Delayed,2,1,
CA-2014-167199,Standard Class,ME-17320,Home Office,Henderson,Kentucky,South,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,609.98,2,0,274.491,11/17/2019,11/22/2019,Excellent,EXTRA5,Yes,Cash,Delayed,5,0,Yes
CA-2016-150007,Standard Class,AS-10090,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,0.8,-3.2436,06/09/2018,06/11/2018,,NEW20,,Cash,Delayed,5,,No
CA-2017-167003,Standard Class,VS-21820,Consumer,Los Angeles,California,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233,08/21/2018,08/27/2018,Bad,NEW20,,Wallet,Lost,2,1,
CA-2014-120775,Standard Class,RD-19930,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,Colored Push Pins,4.344,3,0.2,0.8688,10/06/2020,10/15/2020,Average,,Yes,UPI,,,1,Yes
CA-2015-156482,Standard Class,IL-15100,Consumer,Wilmington,Delaware,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0,82.3368,09/06/2020,09/13/2020,Excellent,,,UPI,Delivered,4,0,
CA-2017-114552,Standard Class,Dl-13600,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448,06/21/2019,06/23/2019,,,,UPI,Delivered,3,0,No
CA-2017-113278,Standard Class,HR-14770,Home Office,Richmond,Indiana,Central,Technology,Accessories,ImationÂ USB 2.0 SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 4 GB - Pink,12.12,4,0,2.5452,03/02/2018,03/04/2018,Average,SAVE10,No,Cash,,5,0,
CA-2015-157812,Standard Class,DB-13210,Consumer,Houston,Texas,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877,04/29/2018,05/02/2018,Average,EXTRA5,Yes,Cash,,,,No
CA-2015-121188,Standard Class,CB-12025,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC Wire Binding Combs,41.36,5,0.2,13.959,12/03/2020,12/10/2020,Excellent,EXTRA5,Yes,Wallet,,2,,No
CA-2017-100524,Second Class,CM-12115,Consumer,New York City,New York,East,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0,8.0406,07/02/2018,07/03/2018,Excellent,,No,UPI,Delayed,3,0,No
CA-2017-158246,First Class,JB-15400,Corporate,Sunnyvale,California,West,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,-2.6997,11/13/2020,11/15/2020,,EXTRA5,Yes,UPI,Delivered,3,1,No
CA-2017-127516,Standard Class,EH-14005,Home Office,Nashville,Tennessee,South,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1,0.2,-12.9568,08/14/2020,08/23/2020,Bad,EXTRA5,,Credit Card,Delivered,2,1,Yes
US-2016-167472,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0,75.5748,11/14/2020,11/18/2020,,SAVE10,Yes,UPI,Delayed,3,,
CA-2016-130946,Standard Class,ZC-21910,Consumer,Houston,Texas,Central,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,01/30/2018,02/04/2018,Good,,No,,Delivered,5,1,
CA-2015-134075,Standard Class,HA-14905,Consumer,San Jose,California,West,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,0,21.645,08/17/2018,08/23/2018,Excellent,NEW20,Yes,Credit Card,Delivered,2,,
CA-2015-164777,First Class,SC-20305,Consumer,Los Angeles,California,West,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2803.92,5,0.2,0,06/18/2020,06/21/2020,Good,EXTRA5,,Cash,Delayed,5,0,Yes
CA-2016-100300,Second Class,MJ-17740,Consumer,San Diego,California,West,Technology,Machines,Okidata MB760 Printer,4476.8,4,0.2,503.64,05/05/2019,05/12/2019,Good,EXTRA5,Yes,UPI,,3,0,No
CA-2017-151008,First Class,JM-16195,Consumer,Draper,Utah,West,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,126.56,4,0.2,47.46,02/09/2018,02/18/2018,Bad,NEW20,,Wallet,,3,,No
CA-2014-119375,Standard Class,YC-21895,Corporate,Newark,Delaware,East,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0,26.565,07/17/2020,07/25/2020,Bad,NEW20,No,UPI,,,0,Yes
CA-2017-167871,Standard Class,AF-10870,Consumer,Homestead,Florida,South,Office Supplies,Supplies,Staple remover,2.944,1,0.2,-0.6624,12/29/2020,01/01/2021,Good,,Yes,Credit Card,Delayed,3,1,No
CA-2015-137281,Standard Class,BF-10975,Corporate,Roswell,Georgia,South,Office Supplies,Paper,Xerox 202,6.48,1,0,3.1104,05/10/2019,05/16/2019,Excellent,SAVE10,Yes,UPI,Delayed,4,1,Yes
CA-2016-114748,Standard Class,MZ-17335,Home Office,Phoenix,Arizona,West,Office Supplies,Art,Newell 310,1.408,1,0.2,0.1584,10/28/2018,10/29/2018,Bad,EXTRA5,No,Wallet,Delivered,4,0,No
CA-2014-116757,Standard Class,MS-17980,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 225,25.92,5,0.2,9.072,11/02/2020,11/03/2020,Good,NEW20,,UPI,Delivered,2,1,Yes
CA-2017-115448,First Class,MH-18025,Consumer,Knoxville,Tennessee,South,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",88.92,5,0.2,14.4495,03/01/2019,03/06/2019,Bad,SAVE10,Yes,,Delivered,,0,
CA-2014-153969,Standard Class,HF-14995,Consumer,San Francisco,California,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245,05/07/2018,05/10/2018,Bad,SAVE10,Yes,,,2,,
CA-2015-119291,First Class,JO-15550,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76,06/27/2018,06/30/2018,Average,SAVE10,Yes,UPI,Delayed,3,1,Yes
US-2015-150630,Standard Class,TB-21520,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525,05/02/2019,05/08/2019,,FREESHIP,No,Wallet,Delayed,3,0,Yes
US-2017-162208,First Class,SP-20620,Corporate,Tampa,Florida,South,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,1,0.2,0.9774,03/27/2018,03/29/2018,Average,NEW20,No,,Lost,5,,No
US-2014-167738,Standard Class,JC-16105,Corporate,Los Angeles,California,West,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,10/30/2020,11/07/2020,Average,FREESHIP,,Wallet,Delayed,,,Yes
CA-2015-113173,Second Class,DK-13225,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046,04/26/2019,05/04/2019,Average,FREESHIP,Yes,UPI,,2,,
CA-2015-129546,Standard Class,RP-19855,Corporate,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,01/24/2018,01/26/2018,Excellent,,No,,,,0,
CA-2014-160738,Standard Class,KH-16330,Corporate,Freeport,Illinois,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592,07/08/2018,07/14/2018,Bad,SAVE10,No,,Delayed,4,1,No
US-2017-140907,Second Class,BP-11185,Corporate,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0,38.988,06/17/2020,06/18/2020,,NEW20,No,Wallet,Lost,1,1,
CA-2017-120761,Standard Class,AB-10150,Consumer,Long Beach,New York,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428,12/26/2020,01/03/2021,Bad,,No,,Lost,,1,Yes
CA-2017-105914,Standard Class,PV-18985,Home Office,Los Angeles,California,West,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5,0.2,42.045,10/18/2019,10/26/2019,,EXTRA5,No,Cash,,4,,Yes
CA-2015-165624,Standard Class,FH-14350,Consumer,Atlanta,Georgia,South,Technology,Accessories,MaxellÂ LTO Ultrium - 800 GB,251.91,9,0,47.8629,02/06/2020,02/10/2020,Excellent,FREESHIP,,Credit Card,Lost,3,,
CA-2015-118423,First Class,DP-13390,Home Office,Peoria,Illinois,Central,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058,07/29/2020,08/06/2020,Excellent,,,Wallet,Delayed,4,1,No
US-2017-125808,Second Class,EP-13915,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1899,11.56,2,0,5.6644,02/25/2020,02/26/2020,Good,EXTRA5,,Wallet,,3,1,No
CA-2017-122735,Second Class,BD-11320,Consumer,Providence,Rhode Island,East,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982,11/01/2018,11/04/2018,Average,FREESHIP,No,Cash,Lost,1,1,No
US-2017-110646,Standard Class,JF-15190,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 517,14.76,5,0.2,4.9815,05/20/2018,05/21/2018,Average,EXTRA5,Yes,,Delivered,,1,Yes
US-2017-158526,Second Class,KH-16360,Consumer,Louisville,Kentucky,South,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,12.53,1,0,5.8891,11/28/2019,12/03/2019,Excellent,NEW20,No,Cash,Lost,,1,
US-2014-105767,Standard Class,AR-10510,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256,06/06/2020,06/11/2020,Bad,FREESHIP,Yes,Wallet,Delivered,5,0,Yes
CA-2016-155138,Standard Class,JM-15580,Consumer,Monroe,North Carolina,South,Office Supplies,Paper,Petty Cash Envelope,64.704,3,0.2,23.4552,07/19/2018,07/28/2018,Average,EXTRA5,No,Credit Card,Lost,5,1,
CA-2016-135776,Standard Class,EH-13765,Corporate,Seattle,Washington,West,Office Supplies,Paper,Xerox 1911,47.9,1,0,22.992,07/05/2018,07/07/2018,Excellent,,,Cash,Delivered,1,0,No
CA-2016-105732,Standard Class,AG-10270,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,14,0,387.5676,12/25/2018,12/29/2018,,,No,UPI,Delayed,3,0,Yes
CA-2017-163188,Same Day,EC-14050,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,38.16,9,0,19.08,03/08/2018,03/13/2018,Good,FREESHIP,No,Cash,Lost,1,,
CA-2014-134278,First Class,EP-13915,Consumer,New York City,New York,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975,11/21/2020,11/28/2020,Excellent,NEW20,,Cash,,2,,
CA-2017-137876,Standard Class,DJ-13510,Corporate,San Francisco,California,West,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,0,14.9744,08/14/2020,08/15/2020,Bad,,Yes,Credit Card,Delivered,5,1,
CA-2015-135622,Second Class,TT-21460,Home Office,Fort Worth,Texas,Central,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,0.2,150.36,11/02/2020,11/11/2020,Good,EXTRA5,Yes,Credit Card,Delayed,3,0,Yes
CA-2015-105690,Second Class,CA-11965,Corporate,Port Arthur,Texas,Central,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,11.696,2,0.2,3.9474,06/25/2020,06/30/2020,Bad,,Yes,Wallet,,5,,No
CA-2017-140872,Standard Class,NR-18550,Consumer,Pembroke Pines,Florida,South,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2,0.2,0,03/21/2020,03/26/2020,Average,,,Wallet,,1,0,
CA-2014-113271,Standard Class,DS-13030,Home Office,San Francisco,California,West,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0,2.224,03/12/2020,03/15/2020,Excellent,SAVE10,Yes,,Delivered,,,No
CA-2014-113880,Standard Class,VF-21715,Home Office,Elmhurst,Illinois,Central,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784,03/20/2019,03/24/2019,Average,SAVE10,No,Cash,Lost,4,,Yes
US-2014-146353,Second Class,JE-15610,Corporate,Concord,New Hampshire,East,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194,12/09/2018,12/16/2018,Bad,,,Cash,Delivered,5,0,Yes
CA-2016-142902,Second Class,BP-11185,Corporate,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,10/14/2020,10/20/2020,Good,EXTRA5,,UPI,Lost,,1,
CA-2015-149748,Second Class,EM-13825,Corporate,Paterson,New Jersey,East,Office Supplies,Paper,Xerox 1889,274.8,5,0,134.652,01/28/2018,01/29/2018,Bad,,,,Lost,5,,Yes
US-2017-133361,First Class,AJ-10780,Corporate,Baltimore,Maryland,East,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615,04/29/2019,05/01/2019,Good,EXTRA5,,Credit Card,Delayed,1,0,
CA-2016-140417,Standard Class,KE-16420,Corporate,Tigard,Oregon,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",60.048,9,0.2,22.518,12/01/2020,12/03/2020,Excellent,SAVE10,No,Credit Card,,3,1,
CA-2014-100678,Standard Class,KM-16720,Consumer,Houston,Texas,Central,Office Supplies,Art,Prang Dustless Chalk Sticks,2.688,2,0.2,1.008,03/26/2018,04/01/2018,,SAVE10,No,Wallet,,2,1,
CA-2014-115259,Second Class,RC-19960,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,10/04/2020,10/12/2020,Good,NEW20,No,Cash,Delivered,3,,No
CA-2014-129147,Standard Class,LC-17050,Consumer,Medina,Ohio,East,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694,10/26/2020,10/30/2020,,SAVE10,Yes,UPI,Delayed,5,1,
CA-2016-126158,Standard Class,SC-20095,Consumer,Costa Mesa,California,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0,81.8432,08/18/2018,08/20/2018,Average,FREESHIP,,Wallet,Lost,,1,No
US-2017-145366,Standard Class,CA-12310,Corporate,Cincinnati,Ohio,East,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416,12/22/2020,12/23/2020,Excellent,,Yes,Cash,,3,1,Yes
CA-2016-103709,Standard Class,LP-17095,Consumer,Visalia,California,West,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72,10/19/2019,10/20/2019,Good,NEW20,,UPI,Delivered,5,,Yes
US-2014-149034,First Class,RD-19900,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech G105 Gaming Keyboard,47.496,1,0.2,-1.1874,04/23/2019,05/01/2019,Excellent,EXTRA5,Yes,Cash,,,,
CA-2016-124485,First Class,NC-18340,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 217,6.48,1,0,3.1104,09/24/2018,09/25/2018,Excellent,EXTRA5,,,Delivered,1,1,
CA-2017-156139,Standard Class,BP-11155,Consumer,San Francisco,California,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3,0.2,13.4316,12/14/2020,12/19/2020,Average,FREESHIP,,Wallet,Delivered,5,0,
CA-2017-121027,Standard Class,HW-14935,Corporate,Seattle,Washington,West,Technology,Accessories,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,1496.16,9,0,224.424,09/07/2018,09/10/2018,,NEW20,,Wallet,,,1,Yes
CA-2017-162572,Second Class,RB-19360,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,06/08/2020,06/15/2020,Bad,,,Credit Card,Lost,,0,No
